CCSDS_STREAMID,CCSDS_SEQUENCE,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,CCSDS_SPARE,GPS_WEEKS,GPS_SECONDS,GPS_FRAC_SECS,ECEF_X,ECEF_Y,ECEF_Z,VEL_X,VEL_Y,VEL_Z,LAT,LON,ALT
2161,49496,83,104,10485,0,341,150322,0.734,-2443000,-6293000,609400,4159,-1026,6003,5.08976841,-111.2889938,399889.125
2161,49497,83,104,26869,0,341,150322,0.984,-2442000,-6293000,610900,4160,-1024,6003,5.08976841,-111.2889938,399889.125
2161,49498,83,104,43253,0,341,150323,0.234,-2441000,-6293000,612400,4161,-1022,6003,5.08976841,-111.2889938,399889.125
2161,49499,83,104,59637,0,341,150323,0.484,-2440000,-6294000,613900,4162,-1020,6002,5.08976841,-111.2889938,399889.125
2161,49500,83,105,10485,0,341,150323,0.734,-2439000,-6294000,615400,4162,-1018,6002,5.08976841,-111.2889938,399889.125
2161,49501,83,105,26869,0,341,150323,0.984,-2438000,-6294000,616800,10,23,3,5.08976841,-111.2889938,399889.125
2161,49502,83,105,43253,0,341,150324,0.234,-2437000,-6294000,618300,10,23,3,5.08976841,-111.2889938,399889.125
2161,49503,83,105,60293,0,341,150324,0.484,-2436000,-6295000,619800,10,23,3,5.08976841,-111.2889938,399889.125
2161,49504,83,106,11141,0,341,150324,0.734,-2435000,-6295000,621300,10,23,3,5.08976841,-111.2889938,399889.125
2161,49505,83,106,27525,0,341,150324,0.984,-2434000,-6295000,622800,10,23,3,5.08976841,-111.2889938,399889.125
2161,49506,83,107,11141,0,341,150325,0.734,-2431000,-6296000,627300,10,23,3,5.08976841,-111.2889938,399889.125
2161,49507,83,107,27525,0,341,150325,0.984,-2430000,-6296000,628700,10,23,3,5.08976841,-111.2889938,399889.125
2161,49508,83,107,43909,0,341,150326,0.234,-2429000,-6296000,630200,10,23,3,5.08976841,-111.2889938,399889.125
2161,49509,83,107,60293,0,341,150326,0.484,-2428000,-6297000,631700,10,23,3,5.08976841,-111.2889938,399889.125
2161,49510,83,108,11141,0,341,150326,0.734,-2427000,-6297000,633200,10,23,3,5.08976841,-111.2889938,399889.125
2161,49511,83,108,27525,0,341,150326,0.984,-2426000,-6297000,634600,10,23,3,5.08976841,-111.2889938,399889.125
2161,49512,83,108,43909,0,341,150327,0.234,-2425000,-6297000,636100,10,23,3,5.08976841,-111.2889938,399889.125
2161,49513,83,108,60293,0,341,150327,0.484,-2423000,-6298000,637600,10,23,3,5.08976841,-111.2889938,399889.125
2161,49514,83,109,11141,0,341,150327,0.734,-2422000,-6298000,639100,10,23,3,5.08976841,-111.2889938,399889.125
2161,49515,83,109,27525,0,341,150327,0.984,-2421000,-6298000,640600,10,23,3,5.08976841,-111.2889938,399889.125
2161,49516,83,109,43909,0,341,150328,0.234,-2420000,-6298000,642100,4176,-984.8,5998,5.08976841,-111.2889938,399889.125
2161,49517,83,109,60293,0,341,150328,0.484,-2419000,-6298000,643600,4176,-982.9,5998,5.08976841,-111.2889938,399889.125
2161,49518,83,110,11796,0,341,150328,0.734,-2418000,-6299000,645100,4177,-981.1,5998,5.08976841,-111.2889938,399889.125
2161,49519,83,110,28180,0,341,150328,0.984,-2417000,-6299000,646500,4178,-979.2,5998,5.08976841,-111.2889938,399889.125
2161,49520,83,110,44564,0,341,150329,0.234,-2416000,-6299000,648000,4179,-977.4,5998,5.08976841,-111.2889938,399889.125
2161,49521,83,111,11796,0,341,150329,0.734,-2414000,-6300000,651000,4180,-973.7,5997,5.08976841,-111.2889938,399889.125
2161,49522,83,111,28180,0,341,150329,0.984,-2413000,-6300000,652500,4181,-971.8,5997,5.08976841,-111.2889938,399889.125
2161,49523,83,111,44564,0,341,150330,0.234,-2412000,-6300000,654000,4182,-969.9,5997,5.08976841,-111.2889938,399889.125
2161,49524,83,111,60948,0,341,150330,0.484,-2411000,-6300000,655400,4182,-968.1,5997,5.08976841,-111.2889938,399889.125
2161,49525,83,112,11796,0,341,150330,0.734,-2410000,-6301000,656900,4183,-966.2,5996,5.08976841,-111.2889938,399889.125
2161,49526,83,112,28180,0,341,150330,0.984,-2409000,-6301000,658400,4184,-964.4,5996,5.08976841,-111.2889938,399889.125
2161,49527,83,112,44564,0,341,150331,0.234,-2408000,-6301000,659900,4184,-962.5,5996,5.08976841,-111.2889938,399889.125
2161,49528,83,112,60948,0,341,150331,0.484,-2407000,-6301000,661400,4185,-960.7,5996,5.08976841,-111.2889938,399889.125
2161,49529,83,113,11796,0,341,150331,0.734,-2406000,-6302000,662900,4186,-958.8,5996,5.08976841,-111.2889938,399889.125
